了,5611301,來蕭四開 上盧鳥,lew²,lew²
𠄏,5611304,端蕭四開 上都了,tew²,tew²
予,5611307,以魚三開 平以諸,yo¹,jo¹
𠄔,5611310,匣蕭四開 上胡了,hew²,ɣew²
事,5611316,莊之三開 去側吏,tsri³,ʈ͡ʂi³
二,5611319,日脂三開 去而至,nyij³,ɲij³
亍,5611322,知虞三合 去中句,trju³,ʈju³
于,5611325,云虞三合 平羽俱,hju¹,ɣju¹
云,5611328,云文三合 平王分,hjun¹,ɣjun¹
互,5611331,匣模一開 去胡誤,hu³,ɣu³
五,5611334,疑模一開 上疑古,ngu²,ŋu²
井,5611337,精清三開 上子郢,tsjieng²,t͡sjieŋ²
亖,5611340,心脂三開 去息利,sij³,sij³
亙,5611343,見登一開 去古鄧,kong³,koŋ³
些,5611346,心麻三開 平寫邪,sjæ¹,sjæ¹
亞,5611349,影麻二開 去衣嫁,ʔæ³,ʔæ³
亟,5611352,溪之三開 去去吏,khi³,kʰi³
亡,5611355,明陽三合 平武方,mjwang¹,mjwaŋ¹
亢,5611358,見唐一開 平古郎,kang¹,kaŋ¹
交,5611361,見肴二開 平古肴,kæw¹,kæw¹
亥,5611364,匣咍一開 上胡改,hoj²,ɣoj²
亦,5611367,以清三開 入羊益,yek⁴,jek⁴
亨,5611370,曉庚二開 平許庚,xæng¹,xæŋ¹
京,5611373,見庚三開 平舉卿,kjæng¹,kjæŋ¹
㐭,5611376,來侵三開 上力稔,lim²,lim²
亭,5611379,定青四開 平特丁,deng¹,deŋ¹
亮,5611382,來陽三開 去力讓,ljang³,ljaŋ³
亯,5611385,曉陽三開 上許兩,xjang²,xjaŋ²
亳,5611388,並唐一合 入傍各,bwak⁴,bwak⁴
𠅞,5611391,船蒸三開 平食陵,zying¹,ʑiŋ¹
𠅬,5611394,幫豪一開 平博毛,paw¹,paw¹
亶,5611397,端寒一開 上多旱,tan²,tan²
𠆎,5611400,云微三合 平雨非,hjwɨj¹,ɣjwɨj¹
亹,5611403,明魂一合 平莫奔,mwon¹,mwon¹
人,5611406,日眞三開 平如鄰,nyin¹,ɲin¹
亼,5611409,從侵三開 入秦入,dzip⁴,d͡zip⁴
什,5611412,常侵三開 入是執,dzyip⁴,d͡ʑip⁴
仁,5611415,日眞三開 平如鄰,nyin¹,ɲin¹
仂,5611418,來蒸三開 入林直,lik⁴,lik⁴
仃,5611421,端青四開 平當經,teng¹,teŋ¹
仄,5611424,莊蒸三開 入阻力,tsrik⁴,ʈ͡ʂik⁴
仆,5611427,滂虞三合 去芳遇,phju³,pʰju³
仇,5611430,群尤三開 平巨鳩,gjuw¹,gjuw¹
仉,5611433,章陽三開 上諸兩,tsyang²,t͡ɕaŋ²
今,5611436,見侵三開 平居吟-重鈕,kim¹,kim¹
介,5611439,見皆二開 去古拜,kɛj³,kɛj³
仍,5611442,日蒸三開 平如乗,nying¹,ɲiŋ¹
从,5611445,從鍾三開 平疾容,dzjowng¹,d͡zjoŋʷ¹
仔,5611448,精之三開 平子之,tsi¹,t͡si¹
仕,5611451,崇之三開 上鉏里,dzri²,ɖ͡ʐi²
他,5611454,透歌一開 平託何,tha¹,tʰa¹
仗,5611457,澄陽三開 上直兩,drjang²,ɖjaŋ²
付,5611460,幫虞三合 去方遇,pju³,pju³
仙,5611463,心仙三開 平相然,sjen¹,sjen¹
仛,5611466,定唐一開 入徒落,dak⁴,dak⁴
仜,5611469,匣東一開 平戸公,huwng¹,ɣuŋʷ¹
仝,5611472,定東一開 平徒紅,duwng¹,duŋʷ¹
仞,5611475,日眞三開 去而振,nyin³,ɲin³
仟,5611478,清先四開 平蒼先,tshen¹,t͡sʰen¹
仠,5611481,見寒一開 上古旱,kan²,kan²
仡,5611484,曉欣三開 入許迄,xjɨt⁴,xjɨt⁴
仢,5611487,常陽三開 入市若,dzyak⁴,d͡ʑak⁴
代,5611490,定咍一開 去徒耐,doj³,doj³
令,5611493,來仙三開 平力延,ljen¹,ljen¹
以,5611496,以之三開 上羊己,yi²,ji²
㐱,5611499,章眞三開 上章忍,tsyin²,t͡ɕin²
㐲,5611502,定泰一開 去徒蓋,daj³,daj³
𠆩,5611505,並凡三合 平符咸,bjom¹,bjom¹
仯,5611508,初肴二開 去初敎,tshræw³,ʈ͡ʂʰæw³
仰,5611512,疑陽三開 上魚兩,ngjang²,ŋjaŋ²
仲,5611515,澄東三開 去直衆,drjuwng³,ɖjuŋʷ³
仳,5611518,並脂三開 平房脂,bij¹,bij¹
仵,5611521,疑模一開 上疑古,ngu²,ŋu²
件,5611524,群仙三開 上其輦-重鈕,gjen²,gjen²
价,5611527,見皆二開 去古拜,kɛj³,kɛj³
仸,5611531,影宵三開 上於兆-重鈕,ʔjew²,ʔjew²
仹,5611534,滂鍾三開 平敷容,phjowng¹,pʰjoŋʷ¹
任,5611537,日侵三開 平如林,nyim¹,ɲim¹
份,5611540,幫眞三開 平府巾-重鈕,pin¹,pin¹
仿,5611543,滂陽三合 上妃兩,phjwang²,pʰjwaŋ²
伀,5611546,章鍾三開 平職容,tsyowng¹,t͡ɕoŋʷ¹
企,5611549,溪支三開 上丘弭-重鈕,khje²,kʰje²
伂,5611552,幫泰一開 去愽蓋,paj³,paj³
伃,5611555,以魚三開 平以諸,yo¹,jo¹
伄,5611558,端蕭四開 去多嘯,tew³,tew³
伆,5611561,明文三合 上武粉,mjun²,mjun²
伈,5611564,心侵三開 上斯甚,sim²,sim²
伉,5611567,溪唐一開 去苦浪,khang³,kʰaŋ³
伊,5611570,影脂三開 平於脂,ʔij¹,ʔij¹
伋,5611573,見侵三開 入居立-重鈕,kip⁴,kip⁴
伍,5611576,疑模一開 上疑古,ngu²,ŋu²
伎,5611579,群支三開 平巨支,gje¹,gje¹
伏,5611582,並尤三開 去扶富,bjuw³,bjuw³
伐,5611585,並元三合 入房越,bjwot⁴,bjwot⁴
休,5611588,曉尤三開 平許尤,xjuw¹,xjuw¹
㐸,5611591,溪嚴三開 去去劔,khjæm³,kʰjæm³
𠆴,5611594,娘肴二開 去奴敎,nræw³,ɳæw³
𠆺,5611600,匣先四合 平胡涓,hwen¹,ɣwen¹
伭,5611603,匣先四開 平胡田,hen¹,ɣen¹
伯,5611606,幫庚二開 入博陌,pæk⁴,pæk⁴
估,5611609,見模一開 上公戸,ku²,ku²
伱,5611612,娘之三開 上乃里,nri²,ɳi²
伴,5611615,並桓一合 上蒲旱,bwan²,bwan²
伶,5611618,來青四開 平郎丁,leng¹,leŋ¹
伷,5611621,澄尤三開 去直祐,drjuw³,ɖjuw³
伸,5611624,書眞三開 平失人,syin¹,ɕin¹
伹,5611627,清魚三開 平七余,tshjo¹,t͡sʰjo¹
伺,5611630,心之三開 平息兹,si¹,si¹
伻,5611633,滂耕二開 平普耕,phɛng¹,pʰɛŋ¹
似,5611636,邪之三開 上詳里,zi²,zi²
伽,5611639,群戈三開 平求迦,gjwa¹,gjwa¹
伾,5611643,滂脂三開 平敷悲-重鈕,phij¹,pʰij¹
伿,5611647,章支三開 去支義,tsye³,t͡ɕe³
佀,5611650,邪之三開 上詳里,zi²,zi²
佁,5611653,以之三開 上羊己,yi²,ji²
佂,5611656,章清三開 平諸盈,tsyieng¹,t͡ɕieŋ¹
佃,5611660,定先四開 平徒年,den¹,den¹
佅,5611663,明夬二開 去莫話,mæj³,mæj³
但,5611666,定寒一開 平徒干,dan¹,dan¹
佇,5611669,澄魚三開 上直吕,drjo²,ɖjo²
佈,5611673,幫模一開 去愽故,pu³,pu³
佉,5611676,溪戈三開 平丘伽,khjwa¹,kʰjwa¹
佊,5611679,幫支三開 上甫委-重鈕,pje²,pje²
佋,5611682,常宵三開 平市昭,dzyew¹,d͡ʑew¹
佌,5611685,清支三開 上雌氏,tshje²,t͡sʰje²
位,5611688,云脂三合 去于愧-重鈕,hjwij³,ɣjwij³
住,5611694,澄虞三合 去持遇,drju³,ɖju³
佐,5611697,精歌一開 去則箇,tsa³,t͡sa³
佑,5611700,云尤三開 去于救,hjuw³,ɣjuw³
佒,5611703,影唐一開 平烏郎,ʔang¹,ʔaŋ¹
体,5611706,並魂一合 上蒲本,bwon²,bwon²
佔,5611709,端添四開 平丁兼,tem¹,tem¹
何,5611712,匣歌一開 平胡歌,ha¹,ɣa¹
佖,5611715,並眞三開 入毗必,bit⁴,bit⁴
佗,5611718,定歌一開 平徒河,da¹,da¹
余,5611721,以魚三開 平以諸,yo¹,jo¹
佚,5611724,以眞三開 入夷質,yit⁴,jit⁴
佛,5611727,並文三合 入符弗,bjut⁴,bjut⁴
作,5611730,精模一開 去臧祚,tsu³,t͡su³
佝,5611733,曉侯一開 去呼漏,xuw³,xuw³
佞,5611736,泥青四開 去乃定,neng³,neŋ³
佟,5611739,定冬一開 平徒冬,downg¹,doŋʷ¹
㑁,5611742,知諄三合 入竹律,trwit⁴,ʈwit⁴
㑃,5611745,影肴二開 去於敎,ʔæw³,ʔæw³
𠇗,5611748,溪麻二合 平苦瓜,khwæ¹,kʰwæ¹
𠇱,5611751,明桓一合 入莫撥,mwat⁴,mwat⁴
佩,5611754,並灰一合 去蒲昧,bwoj³,bwoj³
佪,5611757,匣灰一合 平戸恢,hwoj¹,ɣwoj¹
佫,5611760,匣唐一開 入下各,hak⁴,ɣak⁴
佮,5611763,見覃一開 入古沓,kop⁴,kop⁴
佯,5611766,以陽三開 平與章,yang¹,jaŋ¹
佰,5611769,明庚二開 入莫白,mæk⁴,mæk⁴
佳,5611772,見佳二開 平古膎,kɛɨ¹,kɛɨ¹
佴,5611775,日之三開 去仍吏,nyi³,ɲi³
併,5611778,幫清三開 上必郢,pjieng²,pjieŋ²
佶,5611781,群眞三開 入巨乙-重鈕,git⁴,git⁴
佸,5611784,見桓一合 入古活,kwat⁴,kwat⁴
佹,5611787,見支三合 上過委-重鈕,kjwe²,kjwe²
佺,5611790,清仙三合 平此緣,tshjwen¹,t͡sʰjwen¹
佻,5611793,透蕭四開 平吐彫,thew¹,tʰew¹
佼,5611796,見肴二開 平古肴,kæw¹,kæw¹
佽,5611799,清脂三開 去七四,tshij³,t͡sʰij³
佾,5611802,以眞三開 入夷質,yit⁴,jit⁴
使,5611805,生之三開 上踈士,sri²,ʂi²
侀,5611808,匣青四開 平戸經,heng¹,ɣeŋ¹
侁,5611811,生臻三開 平所臻,srin¹,ʂin¹
侂,5611814,透唐一開 入他各,thak⁴,tʰak⁴
侃,5611817,溪寒一開 上空旱,khan²,kʰan²
侄,5611820,章眞三開 入之日,tsyit⁴,t͡ɕit⁴
侅,5611823,溪咍一開 平苦哀,khoj¹,kʰoj¹
來,5611826,來咍一開 平洛哀,loj¹,loj¹
侈,5611829,昌支三開 上尺氏,tshye²,t͡ɕʰe²
侉,5611832,影歌一開 去安賀,ʔa³,ʔa³
侊,5611835,見唐一合 平古黃,kwang¹,kwaŋ¹
例,5611838,來祭三開 去力制,ljej³,ljej³
侍,5611841,常之三開 去時吏,dzyi³,d͡ʑi³
侎,5611844,明支三開 上綿婢,mje²,mje²
侏,5611847,章虞三合 平章俱,tsyu¹,t͡ɕu¹
侐,5611850,曉脂三合 去火季,xwij³,xwij³
侑,5611853,云尤三開 去于救,hjuw³,ɣjuw³
侒,5611856,影寒一開 平烏寒,ʔan¹,ʔan¹
侔,5611859,明尤三開 平莫浮,mjuw¹,mjuw¹
侖,5611862,來諄三合 平力迍,lwin¹,lwin¹
侗,5611865,定東一開 平徒紅,duwng¹,duŋʷ¹
侘,5611868,徹麻二開 平敕加,trhæ¹,ʈʰæ¹
侙,5611871,徹蒸三開 入恥力,trhik⁴,ʈʰik⁴
侚,5611874,邪諄三合 去辭閏,zwin³,zwin³
供,5611877,見鍾三開 平九容,kjowng¹,kjoŋʷ¹
侜,5611880,知尤三開 平張流,trjuw¹,ʈjuw¹
依,5611883,影微三開 平於希,ʔjɨj¹,ʔjɨj¹
侣,5611885,來魚三開 上力舉,ljo²,ljo²
㑉,5611888,心東三開 入息逐,sjuwk⁴,sjukʷ⁴
𠈇,5611891,心東三開 入息逐,sjuwk⁴,sjukʷ⁴
𠈈,5611894,清支三開 上雌氏,tshje²,t͡sʰje²
𠈋,5611897,日東三開 平如融,nyuwng¹,ɲuŋʷ¹
侮,5611900,明虞三合 上文甫,mju²,mju²
侯,5611903,匣侯一開 平戸鉤,huw¹,ɣuw¹
侲,5611906,章眞三開 平側鄰,tsyin¹,t͡ɕin¹
侳,5611909,精戈三合 平子𩩆,tsjwa¹,t͡sjwa¹
侵,5611912,清侵三開 平七林,tshim¹,t͡sʰim¹
侷,5611915,群鍾三開 入渠玉,gjowk⁴,gjokʷ⁴
侸,5611918,端侯一開 平當侯,tuw¹,tuw¹
侹,5611921,透青四開 上他鼎,theng²,tʰeŋ²
侺,5611924,常侵三開 去時鴆,dzyim³,d͡ʑim³
侻,5611927,透桓一合 入他括,thwat⁴,tʰwat⁴
便,5611930,並仙三開 平房連,bjen¹,bjen¹
俁,5611933,疑虞三合 上虞矩,ngju²,ŋju²
係,5611936,見齊四開 去古詣,kej³,kej³
促,5611939,清鍾三開 入七玉,tshjowk⁴,t͡sʰjokʷ⁴
俄,5611942,疑歌一開 平五何,nga¹,ŋa¹
俅,5611945,群尤三開 平巨鳩,gjuw¹,gjuw¹
俆,5611948,邪魚三開 平似魚,zjo¹,zjo¹
俇,5611950,群陽三合 上求往,gjwang²,gjwaŋ²
俊,5611953,精諄三合 去子峻,tswin³,t͡swin³
俋,5611956,澄侵三開 入直立-重鈕,drip⁴,ɖip⁴
俌,5611959,幫虞三合 上方矩,pju²,pju²
俍,5611962,來唐一開 上盧黨,lang²,laŋ²
俎,5611965,莊魚三開 上側吕,tsrjo²,ʈ͡ʂjo²
俏,5611968,清宵三開 去七肖,tshjew³,t͡sʰjew³
俑,5611971,透東一開 平他紅,thuwng¹,tʰuŋʷ¹
俒,5611974,匣魂一合 平戸昆,hwon¹,ɣwon¹
俓,5611977,疑先四開 平五堅,ngen¹,ŋen¹
俔,5611980,匣先四開 上胡典,hen²,ɣen²
俕,5611983,心覃一開 去蘇紺,som³,som³
俖,5611986,滂咍一開 上普乃,phoj²,pʰoj²
俗,5611989,邪鍾三開 入似足,zjowk⁴,zjokʷ⁴
俘,5611992,滂虞三合 平芳無,phju¹,pʰju¹
俙,5611995,曉微三開 平香衣,xjɨj¹,xjɨj¹
俚,5611998,來之三開 上良士,li²,li²
俛,5612001,明仙三開 上亡辨-重鈕,mjen²,mjen²
俜,5612004,滂青四開 平普丁,pheng¹,pʰeŋ¹
保,5612007,幫豪一開 上博抱,paw²,paw²
俞,5612010,以虞三合 平羊朱,yu¹,ju¹
俟,5612013,群微三開 平渠希,gjɨj¹,gjɨj¹
俠,5612016,匣添四開 入胡頰,hep⁴,ɣep⁴
信,5612019,心眞三開 去息晉,sin³,sin³
㑗,5612022,書眞三開 平失人,syin¹,ɕin¹
㑙,5612025,端添四開 入丁愜,tep⁴,tep⁴
㑛,5612028,心東一開 入桑谷,suwk⁴,sukʷ⁴
㑜,5612031,以祭三開 去餘制,yej³,jej³
㑞,5612034,以蒸三開 去以證,ying³,jiŋ³
㑟,5612037,幫庚二開 上布梗,pæng²,pæŋ²
𠈱,5612040,心歌一開 平素何,sa¹,sa¹
𠈵,5612043,明江二開 平莫江,mæwng¹,mæŋʷ¹
𠈺,5612046,並齊四開 上傍禮,bej²,bej²
修,5612049,心尤三開 平息流,sjuw¹,sjuw¹
俯,5612052,幫虞三合 上方矩,pju²,pju²
俰,5612055,匣戈一合 去胡卧,hwa³,ɣwa³
俱,5612058,見虞三合 平舉朱,kju¹,kju¹
俲,5612061,匣肴二開 去胡敎,hæw³,ɣæw³
俳,5612064,並皆二開 平步皆,bɛj¹,bɛj¹
俴,5612067,從仙三開 上慈演,dzjen²,d͡zjen²
俵,5612070,幫宵三開 去方廟-重鈕,pjew³,pjew³
俶,5612073,昌東三開 入昌六,tshyuwk⁴,t͡ɕʰukʷ⁴
俸,5612076,幫東一開 上邊孔,puwng²,puŋʷ²
俹,5612079,影麻二開 去衣嫁,ʔæ³,ʔæ³
俺,5612082,影鹽三開 去於驗-重鈕,ʔjem³,ʔjem³
俻,5612085,並脂三開 去平祕-重鈕,bij³,bij³
俾,5612088,幫支三開 上并弭-重鈕,pje²,pje²
倀,5612091,徹陽三開 平禇羊,trhjang¹,ʈʰjaŋ¹
倃,5612094,見豪一開 平古勞,kaw¹,kaw¹
倄,5612097,匣肴二開 平胡茅,hæw¹,ɣæw¹
倅,5612100,清灰一合 去七内,tshwoj³,t͡sʰwoj³
倇,5612103,影元三合 上於阮,ʔjwon²,ʔjwon²
倈,5612106,來之三開 平里之,li¹,li¹
倉,5612109,清唐一開 平七岡,tshang¹,t͡sʰaŋ¹
個,5612112,見歌一開 去古賀,ka³,ka³
倌,5612115,見桓一合 平古丸,kwan¹,kwan¹
倐,5612121,書東三開 入式竹,syuwk⁴,ɕukʷ⁴
倒,5612124,端豪一開 上都晧,taw²,taw²
倓,5612127,定談一開 平徒甘,dam¹,dam¹
倔,5612130,群文三合 入衢物,gjut⁴,gjut⁴
倕,5612133,常支三合 平是爲,dzywe¹,d͡ʑwe¹
倖,5612136,匣耕二開 上胡耿,hɛng²,ɣɛŋ²
倗,5612139,並登一開 平步崩,bong¹,boŋ¹
倚,5612142,影支三開 上於綺-重鈕,ʔje²,ʔje²
倜,5612145,透青四開 入他歷,thek⁴,tʰek⁴
倝,5612148,見寒一開 去古案,kan³,kan³
倞,5612151,群庚三開 去渠敬,gjæng³,gjæŋ³
借,5612154,精麻三開 去子夜,tsjæ³,t͡sjæ³
倠,5612157,曉脂三合 平許維,xwij¹,xwij¹
倡,5612160,昌陽三開 平尺良,tshyang¹,t͡ɕʰaŋ¹
倢,5612163,從鹽三開 入疾葉,dzjep⁴,d͡zjep⁴
倣,5612166,幫陽三合 上分网,pjwang²,pjwaŋ²
倥,5612169,溪東一開 平苦紅,khuwng¹,kʰuŋʷ¹
倦,5612172,群仙三合 去渠卷-重鈕,gjwen³,gjwen³
倧,5612175,精冬一開 平作冬,tsowng¹,t͡soŋʷ¹
倨,5612178,見魚三開 去居御,kjo³,kjo³
倩,5612181,清先四開 去倉甸,tshen³,t͡sʰen³
倪,5612184,疑齊四開 平五稽,ngej¹,ŋej¹
倫,5612187,來諄三合 平力迍,lwin¹,lwin¹
倬,5612190,知江二開 入竹角,træwk⁴,ʈækʷ⁴
倭,5612193,影支三合 平於爲-重鈕,ʔjwe¹,ʔjwe¹
倯,5612196,心鍾三開 平息恭,sjowng¹,sjoŋʷ¹
倰,5612199,來登一開 平魯登,long¹,loŋ¹
倱,5612202,匣魂一合 上胡本,hwon²,ɣwon²
倲,5612205,端東一開 平德紅,tuwng¹,tuŋʷ¹
倳,5612208,莊之三開 去側吏,tsri³,ʈ͡ʂi³
值,5612211,澄之三開 去直吏,dri³,ɖi³
㑥,5612214,以支三開 去以豉,ye³,je³
㑦,5612217,來齊四開 去郎計,lej³,lej³
𠉤,5612220,定覃一開 入徒合,dop⁴,dop⁴
𠉦,5612223,心東三開 入息逐,sjuwk⁴,sjukʷ⁴
𠉫,5612226,見陽三合 去居況,kjwang³,kjwaŋ³
偁,5612229,昌蒸三開 平處陵,tshying¹,t͡ɕʰiŋ¹
偃,5612232,影元三開 上於幰,ʔjon²,ʔjon²
偄,5612235,日仙三合 上而兖,nywen²,ɲwen²
偅,5612238,章鍾三開 去之用,tsyowng³,t͡ɕoŋʷ³
偆,5612241,昌諄三合 上尺尹,tshywin²,t͡ɕʰwin²
假,5612244,見麻二開 上古疋,kæ²,kæ²
偈,5612247,群祭三開 去其憩-重鈕,gjej³,gjej³
偉,5612250,云微三合 上于鬼,hjwɨj²,ɣjwɨj²
偋,5612253,並清三開 去防正,bjieng³,bjieŋ³
偏,5612262,滂仙三開 平芳連,phjen¹,pʰjen¹
偐,5612265,疑刪二開 去五晏,ngæn³,ŋæn³
偑,5612268,幫東三開 平方戎,pjuwng¹,pjuŋʷ¹
偒,5612271,透唐一開 上他朗,thang²,tʰaŋ²
偓,5612274,影江二開 入於角,ʔæwk⁴,ʔækʷ⁴
偔,5612277,疑唐一開 入五各,ngak⁴,ŋak⁴
偕,5612280,見皆二開 平古諧,kɛj¹,kɛj¹
偘,5612283,溪寒一開 去苦旰,khan³,kʰan³
偙,5612286,端齊四開 去都計,tej³,tej³
偛,5612289,莊咸二開 入側洽,tsrɛp⁴,ʈ͡ʂɛp⁴
停,5612292,定青四開 平特丁,deng¹,deŋ¹
偝,5612295,並灰一合 去蒲昧,bwoj³,bwoj³
偞,5612298,以鹽三開 入與涉,yep⁴,jep⁴
偟,5612301,匣唐一合 平胡光,hwang¹,ɣwaŋ¹
偠,5612304,影蕭四開 上烏皎,ʔew²,ʔew²
偡,5612307,澄咸二開 上徒減,drɛm²,ɖɛm²
偤,5612310,以尤三開 平以周,yuw¹,juw¹
健,5612313,群元三開 去渠建,gjon³,gjon³
偩,5612316,並尤三開 上房久,bjuw²,bjuw²
偪,5612319,幫東三開 入方六,pjuwk⁴,pjukʷ⁴
偬,5612322,精東一開 上作孔,tsuwng²,t͡suŋʷ²
偭,5612325,明仙三開 上彌兖,mjen²,mjen²
偯,5612328,影微三開 上於豈,ʔjɨj²,ʔjɨj²
偰,5612331,心先四開 入先結,set⁴,set⁴
偲,5612334,心之三開 平息兹,si¹,si¹
偳,5612337,端桓一合 平多官,twan¹,twan¹
側,5612340,莊蒸三開 入阻力,tsrik⁴,ʈ͡ʂik⁴
偵,5612343,徹清三開 平丑貞,trhjieng¹,ʈʰjieŋ¹
偶,5612346,疑侯一開 上五口,nguw²,ŋuw²
偷,5612349,透侯一開 平託侯,thuw¹,tʰuw¹
㑮,5612352,匣魂一合 平戸昆,hwon¹,ɣwon¹
𠊧,5612355,並耕二開 上蒲幸,bɛng²,bɛŋ²
𠊩,5612358,崇山二開 上士限,dzrɛn²,ɖ͡ʐɛn²
𠊪,5612361,常虞三合 去常句,dzyu³,d͡ʑu³
𠊬,5612364,群陽三開 入其虐,gjak⁴,gjak⁴
