赤	tɕʰek⁴	t͡sʰɛːk˧/t͡sʰɪk˧	-	t͡sʰak˨	-	ʈ͡ʂʰz̩˥˩	t͡ɕʰi̯aʔ˧/t͡ɕʰi̯ək˧/t͡ɕʰi̯ak˧	t͡sʰa̱ʔ˥	-
赤	-	t͡sʰɛːk˧	-	-	-	-	-	-	-
秋	tsʰjuw¹	t͡sʰɐu̯˥	t͡ɕʰi̯u˦˨	t͡ɕʰi̯u˨˦	t͡ɕʰi̯əu̯˩˩	t͡ɕʰi̯oʊ̯˥	t͡ɕʰi̯u˥	t͡ɕʰi̯ɜ˥˧	t͡sʰi̯əu̯˧˧
朝	ʈjew¹	t͡siːu̯˥	-	t͡se̯u˨˦	-	ʈ͡ʂau̯˥	ti̯au̯˥	t͡sɔ˥˧	ʈ͡ʂɒu̯˧˧
朝	ɖjew¹	t͡sʰiːu̯˨˩	t͡sʰɛ̯u˨˦	t͡sʰe̯u˩	-	ʈ͡ʂʰau̯˧˥	ti̯au̯˨˦	z̥ɔ˨˧	-
蟻	ŋje²	ŋɐi̯˩˧	-	ɲi̯e˥	i˥˧	i˨˩	hi̯a˧/hi̯a˨/gi˥˩	ɲi˨˧	ɲi˨˩/ɲi˦˥
狗	kuw²	kɐu̯˧˥	ki̯ɛu̯˨˩˧	ki̯eu˧˩	kəu̯˥˧	koʊ̯˨˩	kau̯˥˩/kɔ˥˩/ki̯ɤ˥˩	kɜ˧˦	kə̯u˦˩
人	ɲin¹	jɐn˨˩/jɐn˨˩/jɐn˨˩	ɲin˧˥/lɨn˧˥	ɲin˩	ʐə̃ŋ˩˩	ʐən˧˥	d͡ʑin˨˦/lin˨˦	ɲɪɲ˨˧/z̥əɲ˨˧	ʐən˩˧
人	-	-	-	-	-	-	laŋ˨˦	-	-
人	-	-	-	-	-	-	laŋ˧/laŋ˨/laŋ˨˦	-	-
水	ɕwij²	sɵy̯˧˥	su̯i˨˩˧	su̯i˧˩	su̯ei̯˥˧	ʂu̯ei̯˨˩	t͡su̯i˥˩/su̯i˥˩	sz̩˧˦	ɕy̯e̞i̯˦˩
蛇	ʑæ¹/tʰa¹	sɛː˨˩	sa˧˥	sa˩	sɤ˩˩	ʂɤ˧˥	t͡su̯a˨˦/ɕi̯a˨˦	z̥o˨˧	ʂa̠˩˧/ʂɤ̞˩˧
蛇	je¹	jiː˨˩	-	-	-	i˧˥	i˨˦	-	-
蛇	-	sœː˨˩/sɛː˨˩	-	-	-	-	-	-	-
米	mej²	mɐi̯˩˧	mi˨˩˧	mi˧˩	mi˥˧	mi˨˩	bi˥˩	mi˨˧	mi˦˩
米	-	mɐi̯˩˧/mɐi̯˩˧	-	mi˧˩	-	mi˨˩	bi˥˩	-	-
零	leŋ¹/leŋ³	lɪŋ˨˩/lɛːŋ˨˩/lɛːŋ˨˩	lin˧˥/li̯aŋ˧˥	laŋ˩	lĩŋ˩˩	liŋ˧˥	li̯əŋ˨˦/lan˨˦	lɪɲ˨˧	lin˩˧
零	len¹	liːn˨˩	-	-	-	li̯ɛn˧˥	-	-	-
漢	xan³	hɔːn˧	-	hon˥	xæ̃˦˥	xan˥˩	han˧˩	hø˧˦	-
疒	ɖʐjaŋ¹	t͡sʰɔːŋ˨˩/nɪk˨/nɐk˨	-	t͡sʰoŋ˩	-	ʈ͡ʂʰu̯ɑŋ˧˥/nɤ˥˩/ni˥˩	t͡sʰɔŋ˨˦/li̯ək˥	-	-
氵	-	sɵy̯˧˥	-	-	-	ʂu̯ei̯˨˩	t͡su̯i˥˩	-	-
魔	mwa¹	mɔː˥/mɔː˨˩	mo˧˥	mo˨˦	mɤ˩˩	mu̯ɔ˧˥	mɔ˨˦	mo˨˧/mv̩ʷ˨˧	mo˩˧
城	dʑieŋ¹	sɪŋ˨˩/sɛːŋ˨˩/sɛːŋ˨˩	saŋ˧˥/t͡sʰz̩in˨˦	saŋ˩	t͡sʰə̃ŋ˩˩	ʈ͡ʂʰɤŋ˧˥	ɕĩ̯ã˨˦/ɕi̯əŋ˨˦	z̥əɲ˨˧	ʈ͡ʂən˩˧
僕	buwk⁴	pʊk˨	-	pʰuk˨/pʰuk˥	pʰxaʔ˥˦/pʰxəʔ˥˦	pʰu˧˥	pɔk˥	b̥ʊʔ˩˨	pʰu˨˦
君	kjun¹	kʷɐn˥	t͡ɕyn˦˨	ki̯un˨˦	t͡ɕỹŋ˩˩	t͡ɕyn˥	kun˥	t͡ɕʏɲ˥˧	t͡ɕyn˧˧
姫	-	-	-	-	-	ʈ͡ʂən˨˩	-	-	-
今	kim¹	kɐm˥	t͡ɕin˦˨	kim˨˦	t͡ɕĩŋ˩˩	t͡ɕin˥	kin˥/kim˥	t͡ɕɪɲ˥˧	t͡ɕin˧˧
今	-	-	-	-	-	-	tã˥	-	-
一	ʔit⁴	jɐt˥	it˥	iit˨	i̯əʔ˨	i˥	it˧/et˧	i̯ɪʔ˥	i˨˦
一	-	-	-	-	-	-	t͡ɕit˥/t͡set˥	-	-
一	-	-	-	-	-	i˧˥	-	-	-
損	swon²	syːn˧˥	-	sun˧˩	-	su̯ən˨˩	sun˥˩/sŋ̩˥˩/sũ̯ĩ˥˩	-	-
空	kʰuŋʷ¹	hʊŋ˥	kʰuŋ˦˨	kʰung˨˦	kʰxũŋ˩˩/kʰxũŋ˦˥	kʰʊŋ˥	kʰaŋ˥/kʰɔŋ˥	kʰʊŋ˥˧	kʰʊŋ˧˧/kʰʊŋ˦˥
空	kʰuŋʷ³	hʊŋ˥/hʊŋ˧	-	kʰung˥	-	kʰʊŋ˥˩	kʰɔŋ˧˩/kʰaŋ˧˩	kʰʊŋ˧˦	-
空	-	-	-	-	-	kʰʊŋ˨˩	-	-	-
底	tej²	tɐi̯˧˥	-	ta̯i˧˩/ti˧˩	ti˥˧	ti˨˩	tu̯e˥˩/te˥˩/tɘ̯e˥˩/ti˥˩	ti˧˦	-
底	-	-	-	-	-	tɤ	-	-	-
底	-	-	-	-	-	-	ti˧/ti˨	-	-
象	zjaŋ²	t͡sœːŋ˨	ɕi̯ɔŋ˩˩	ɕi̯oŋ˥	ɕi̯ɒ̃˦˥	ɕi̯aŋ˥˩	t͡ɕʰĩ̯ũ˧/t͡ɕʰĩ̯ũ˨/t͡ɕʰi̯ɤⁿ˧/t͡ɕʰĩ̯ãũ̯˧/ɕi̯ɔŋ˧/ɕi̯ɔŋ˥˩/ɕi̯ɔŋ˨/t͡ɕʰi̯ɛng˧	ʑ̥i̯ã˨˧	si̯æn˦˥
層	dzoŋ¹	t͡sʰɐŋ˨˩	-	t͡sʰen˩	-	t͡sʰɤŋ˧˥	t͡sŋ̩˨˦/t͡ɕi̯əŋ˨˦/t͡san˨˦/t͡san˧˩	z̥əɲ˨˧	-
士	ɖʐi²	siː˨	sz̩˩˩	sɨ˥	sz̩˦˥	ʂz̩˥˩	su˧/ɕɨ˨/ɕi˨	z̥z̩˨˧	sz̩˦˥
千	tsʰen¹	t͡sʰiːn˥	t͡ɕʰi̯ɛn˦˨	t͡ɕʰi̯en˨˦	t͡ɕʰi̯e˩˩	t͡ɕʰi̯ɛn˥	t͡ɕʰi̯əŋ˥/t͡sʰũ̯ĩ˥/t͡ɕʰi̯ɛn˥	t͡ɕʰi˥˧	t͡sʰi̯ẽ˧˧
百	pæk⁴	paːk˧	paʔ˥/pɛt˥	pak˨	pai̯˥˧/pi̯əʔ˨	pai̯˨˩/pu̯ɔ˧˥	paʔ˧/peʔ˧/pɛʔ˧/pi̯ək˧/pi̯ak˧	pa̱ʔ˥	pɤ̞˨˦
十	dʑip⁴	sɐp˨	sz̩it˨	sɨp˥	səʔ˥˦	ʂz̩˧˥	t͡sap˥/ɕip˥/sep˥	z̥əʔ˩˨	ʂʐ̩˨˦
億	ʔik⁴	jɪk˥	i˧˥	ii˥/iit˨	i˦˥	i˥˩	i̯ək˧/i̯ak˧	ɦi˨˧	i˦˥
丨	kwon²	kʷɐn˧˥	-	kun˥	-	ku̯ən˨˩	kun˥˩	-	-
丶	ʈju²	t͡syː˧˥	-	t͡su˧˩	-	ʈ͡ʂu˨˩	t͡su˥˩	-	-
丿	pʰet⁴	pʰiːt˧	-	pʰi̯et˨	-	pʰi̯ɛ˨˩	pʰi̯ɛt˧	-	-
丿	jej³	-	-	-	-	i˥˩	-	-	-
乙	ʔit⁴	jyːt˧/jyːt˨	-	i̯et˨	-	i˨˩	it˧	i̯ɪʔ˥	-
亅	gjwot⁴	kʰyːt˧	-	kʰi̯et˨/ki̯et˨	-	t͡ɕyɤ˧˥	ku̯at˥	-	-
二	ɲij³	jiː˨	ɵ˩˩	ɲi˥	əɻ˦˥	ɻ̩˥˩	d͡ʑi˧/li˧/gi˧	ɲi˨˧/ɦəɻ˨˧	ɤ̞˨˩
亠	-	tʰɐu̯˨˩	-	-	-	tʰoʊ̯˧˥	tʰi̯ɤ˨˦	-	-
入	ɲip⁴	jɐp˨	lɨt˥	ɲip˥	ʐu̯əʔ˨	ʐu˥˩	d͡ʑip˥/lip˥	z̥əʔ˩˨/ɲi̯ɪʔ˩˨	y˨˦
八	pɛt⁴	paːt˧	pat˥	pat˨	paʔ˨	pa˥	pu̯eʔ˧/peʔ˧/pie˧/pat˧	pa̱ʔ˥	pa̠˨˦
八	pɛt⁴	-	-	-	-	pa˥	-	-	-
冂	mek⁴	kʷɪŋ˥	-	ku̯en˧˩/ku̯en˨˦	-	t͡ɕi̯ʊŋ˥	ki̯əŋ˥	-	-
伝	-	wɐn˨˩	-	-	-	yn˧˥	-	-	-
冫	piŋ¹	pɪŋ˥	-	pen˨˦	-	piŋ˥	pi̯əŋ˥	-	-
丁	teŋ¹	tɪŋ˥	ti̯aŋ˦˨	ten˨˦	tĩŋ˩˩	tiŋ˥	ti̯əŋ˥	tɪɲ˥˧	tin˧˧
丁	ʈɛŋ¹	t͡saːŋ˥/t͡sɐŋ˥	-	-	-	ʈ͡ʂɤŋ˥	-	-	-
村	tsʰwon¹	t͡sʰyːn˥	-	t͡sʰun˨˦	-	t͡sʰu̯ən˥	t͡sʰun˥/t͡sʰu̯an˥/t͡sʰŋ̩˥	t͡sʰəɲ˥˧	-
紋	mjun¹	mɐn˨˩	-	vun˩	-	u̯ən˧˥	bun˨˦	v̥əɲ˨˧	-
激	kek⁴	kɪk˥	t͡ɕit˥	ki̯ep˥/kit˨	t͡ɕi̯əʔ˨	t͡ɕi˥	ki̯ək˧/ki̯ak˧	t͡ɕi̯ɪʔ˥	t͡ɕi˨˦
激	kew³	-	-	-	-	t͡ɕi̯au̯˥˩	-	-	-
界	kɛj³	kaːi̯˧	-	ki̯e˥	-	t͡ɕi̯ɛ˥˩	kai̯˧˩/ke˧˩/ku̯e˧˩	ka̱˧˦	-
章	tɕaŋ¹	t͡sœːŋ˥	t͡sɔŋ˦˨	t͡soŋ˨˦	t͡sæ̃˩˩	ʈ͡ʂaŋ˥	t͡ɕĩ̯ũ˥/t͡ɕi̯ɤⁿ˥/t͡ɕi̯ɔŋ˥/t͡ɕi̯ɛng˥	t͡sɑ̃˥˧	ʈ͡ʂan˧˧
編	pen¹	pʰiːn˥	-	pʰi̯en˨˦	-	pi̯ɛn˥	pʰi̯ɛn˥/pi̯ɛn˥/pĩ˥/pĩ˧	pi˥˧	-
神	ʑin¹	sɐn˨˩	sz̩in˦˨	sɨn˩	sə̃ŋ˩˩	ʂən˧˥	ɕin˨˦	z̥əɲ˨˧	sən˩˧
神	-	sɐn˥	-	-	-	ʂən˥/ʂən˧˥	-	-	-
三	sam¹	saːm˥	san˦˨	sam˨˦	sæ̃˩˩	san˥	sã˥/sam˥	se̞˥˧	san˧˧
三	sam³	saːm˧/saːm˥	-	-	-	san˥/san˥˩	sam˧˩	-	-
四	sij³	sei̯˧/siː˧	sz̩˧˥	ɕi˥	sz̩˦˥	sz̩˥˩	ɕi˧˩/su˧˩/ɕɨ˧˩	sz̩˧˦	sz̩˦˥
五	ŋu²	ŋ̩˩˧	ŋ˨˩˧/u˨˩˧	ŋ̩˧˩	vu˥˧	u˨˩	gɔ˧/gɔ˨/ŋ̩˨/ŋɔ˥˩/gɔ˥˩/gu˥˩	ɦŋ̩˨˧/v̩ʷ˧˦	u˦˩
六	ljuwk⁴	lʊk˨	li̯uʔ˥/li̯uʔ˨	li̯uk˨	li̯əu̯˦˥/lu̯əʔ˨	li̯oʊ̯˥˩/lu˥˩	lak˥/li̯ɔk˥	lʊʔ˩˨	lə̯u˨˦
七	tsʰit⁴	t͡sʰɐt˥	t͡ɕʰit˥	t͡ɕʰit˨	t͡ɕʰi̯əʔ˨	t͡ɕʰi˥	t͡ɕʰit˧/t͡ɕʰi̯ak˧	t͡ɕʰi̯ɪʔ˥	t͡ɕʰi˨˦
九	kjuw²	kɐu̯˧˥	t͡ɕi̯u˨˩˧	ki̯u˧˩	t͡ɕi̯əu̯˥˧	t͡ɕi̯oʊ̯˨˩	kau̯˥˩/ki̯u˥˩	t͡ɕi̯ɜ˧˦	t͡ɕi̯əu̯˦˩
万	mjwon³	mɐk˨/maːk˨	-	-	-	mu̯ɔ˥˩	-	-	-
最	tswaj³	t͡sɵy̯˧	t͡su̯i˧˥	t͡su̯i˥	t͡su̯ei̯˦˥	t͡su̯ei̯˥˩	t͡su̯e˧˩	t͡sø˧˦	t͡se̞i̯˦˥
近	gjɨn²	kʰɐn˩˧/kɐn˨	t͡ɕʰin˩˩	kʰi̯un˥/kʰi̯un˨˦	t͡ɕĩŋ˦˥	t͡ɕin˥˩	kun˧/kun˨/kin˧/kɨn˧	d̥͡ʑɪɲ˨˧	t͡ɕin˨˩/t͡ɕin˦˥
烈	ljet⁴	liːt˨	-	li̯et˥	-	li̯ɛ˥˩	li̯ɛt˥/let˥/li̯ɛt˧	li̯ɪʔ˩˨	-
造	d͡zaw²	t͡sou̯˨	t͡sʰa̯u˩˩	t͡sʰo˥	t͡sʰau̯˦˥	t͡sau̯˥˩	t͡sɤ˧/t͡sɤ˨/t͡sɔ˨	z̥ɔ˨˧	t͡sʰɒu̯˦˥/t͡sɒu̯˨˩
造	t͡sʰaw³	t͡sʰou̯˧	-	-	-	t͡sau̯˥˩/t͡sʰau̯˥˩	-	-	-
造	-	t͡sʰou̯˩˧	-	-	-	t͡sau̯˥˩	-	-	-
造	-	-	-	-	-	t͡sau̯˥˩	-	-	-
刀	taw¹	tou̯˥	ta̯u˦˨	to˨˦	tau̯˩˩	tau̯˥	tɤ˥	tɔ˥˧	tɒu̯˧˧
刀	-	-	-	-	-	tau̯˥	-	-	-
萬	mjwon³	maːn˨	u̯an˩˩	van˥	væ̃˦˥	u̯an˥˩	ban˧	me̞˨˧/v̥e̞˨˧	-
何	ɣa¹	hɔː˨˩	-	ho˩	-	xɤ˧˥	hɤ˨˦/hɔ˨˦/u̯a˨˦	ɦv̩ʷ˨˧/ɦa̱˨˧	-
何	ɣa²	hɔː˨	-	-	-	xɤ˥˩	-	-	-
何	-	hɔː˥	-	-	-	xɤ˥	-	-	-
心	sim¹	sɐm˥	ɕin˦˨	ɕim˨˦	ɕĩŋ˩˩	ɕin˥	ɕim˥	ɕɪɲ˥˧	sin˧˧
日	ɲit⁴	jɐt˨	ɲit˥	ɲit˨	ʐəʔ˨	ʐ̩˥˩	lit˥/let˥/d͡ʑit˥/git˥	ɲi̯ɪʔ˩˨/z̥əʔ˩˨	ɲi˨˦/ʐ˨˦
日	-	-	-	-	ʐəʔ˨	ʐ̩˥˩	-	-	-
日	-	mɪk˨	-	-	-	mi˥˩	-	-	-
白	bæk⁴	paːk˨	pʰaʔ˨/pʰɛt˥	pʰak˥	pai̯˩˩/pi̯əʔ˥˦	pai̯˧˥/pu̯ɔ˧˥	peʔ˥/pɛʔ˥/pi̯ək˥/pi̯ak˥	b̥a̱ʔ˩˨	pɤ̞˨˦
年	nen¹	niːn˨˩	ɲi̯ɛn˧˥	ɲi̯en˩	ni̯e˩˩	ni̯ɛn˧˥	ni˨˦/li̯ɛn˨˦	ɲi˨˧	ɲi̯ẽ˩˧
曜	jew³	jiːu̯˨	-	-	-	i̯au̯˥˩	i̯au̯˧	-	-
円	-	jɛːn˥	-	-	-	y̯ɛn˧˥/ʐ̩ya˧˥n˥˩	-	-	-
南	nom¹	naːm˨˩	lan˧˥	nam˩	næ̃˩˩	nan˧˥	lam˨˦	nø˨˧	lan˩˧
南	-	naː˥	-	-	-	na˥/na˧˥	-	-	-
東	tuŋʷ¹	tʊŋ˥	tuŋ˦˨	tung˨˦	tũŋ˩˩	tʊŋ˥	taŋ˥/tɔŋ˥	tʊŋ˥˧	tʊŋ˧˧
北	pok⁴	pɐk˥	pɛt˥	pet˨	pe̯i˥˧/pi̯əʔ˨	pei̯˨˩/pu̯ɔ˥˩	pak˧/pɔk˧	pʊʔ˥	pɤ̞˨˦
北	-	puːy̯˧	-	-	-	pei̯˥˩	-	-	-
文	mjun¹	mɐn˨˩/mɐn˨˩	un˧˥	vun˩	və̃ŋ˩˩	u̯ən˧˥	bun˨˦	v̥əɲ˨˧	u̯ən˩˧
文	-	mɐn˨	-	-	-	u̯ən˧˥/u̯ən˥˩	-	-	-
森	ʂim¹	sɐm˥	sɛn˦˨	sem˨˦	sə̃ŋ˩˩	sən˥/ʂən˥	ɕim˥/sɘm˥/sem˥/sɔm˥	səɲ˥˧	sən˧˧
酒	tsjuw²	t͡sɐu̯˧˥	t͡ɕi̯u˨˩˧	t͡ɕi̯u˧˩	-	t͡ɕi̯oʊ̯˨˩	t͡ɕi̯u˥˩	t͡ɕi̯ɜ˧˦	t͡si̯əu̯˦˩
火	xwa²	fɔː˧˥	fo˨˩˧	fo˧˩	xu̯ɤ˥˧	xu̯ɔ˨˩	he˥˩/hɘ˥˩/hu̯e˥˩/hɔ̃˥˩	hv̩ʷ˧˦	xo˦˩
柄	pjæŋ³	pɛːŋ˧/pɪŋ˧	-	-	-	piŋ˨˩/piŋ˥˩	pĩ˧˩/pẽ˧˩/pi̯əŋ˧˩	-	-
中	ʈjuŋʷ¹	t͡sʊŋ˥	t͡suŋ˦˨	t͡sung˨˦/tung˨˦	t͡sũŋ˩˩	ʈ͡ʂʊŋ˥	ti̯ɔŋ˥/tŋ̩˥/ti̯əŋ˥/tʰaŋ˥	t͡sʊŋ˥˧	ʈ͡ʂʊŋ˧˧
中	ʈjuŋʷ³	t͡sʊŋ˧	t͡suŋ˧˥	t͡sung˥	t͡sũŋ˦˥	ʈ͡ʂʊŋ˥˩	ti̯ɔŋ˧˩/ti̯əŋ˧˩/tʰaŋ˧˩	t͡sʊŋ˧˦	ʈ͡ʂʊŋ˦˥
雨	ɣju²	jyː˩˧	y˨˩˧	ii˧˩	y˥˧	y˨˩	hɔ˧/hɔ˨/u˥˩/i˥˩	ɦy˨˧	y˦˩
雨	ɣju³	jyː˨	-	-	-	y˥˩	-	-	-
㐁	tʰom³	tʰiːm˧˥	-	-	-	tʰi̯ɛn˥˩	-	-	-
㐆	ʔjɨj¹	t͡saːn˧˥	-	-	-	in˨˩	-	-	-
㐌	-	jiː˨˩	-	-	-	i˧˥	-	-	-
㐖	-	-	-	-	-	ɕi̯ɛ˧˥	-	-	-
㐨	-	t͡sɵy̯˨	-	-	-	ɕy˥˩	-	-	-
㐩	-	t͡sɪŋ˨˩	-	-	-	ɕiŋ˧˥	-	-	-
㐭	lim²	-	-	-	-	lin˨˩	-	-	-
㐱	tɕin²	t͡sʰɐn˧˥	-	-	-	ʈ͡ʂən˨˩	-	-	-
㐲	daj³	taːi̯˨	-	-	-	tai̯˥˩	-	-	-
㐸	kʰjæm³	kiːm˥/hiːm˧	-	-	-	t͡ɕʰi̯ɛn˥˩	-	-	-
㐸	-	-	-	-	-	t͡sʰz̩˥˩	-	-	-
㐻	-	fuː˥/mou̯˩˧/nɔːi̯˨	-	-	-	nei̯˥˩	-	-	-
㐼	-	t͡sʰɪŋ˧˥	-	-	-	ʈ͡ʂʰɤŋ˥˩/ʈ͡ʂɤŋ˨˩	-	-	-
㑁	ʈwit⁴	t͡syːt˧/t͡syːt˨	-	-	-	ʈ͡ʂu̯ɔ˥	-	-	-
㑂	-	fɔːŋ˧˥/pʰɔːŋ˨˩	-	-	-	faŋ˨˩/pʰaŋ˧˥	-	-	-
㑃	ʔæw³	ɐu̯˧˥/ɐu̯˧/pʰaːi̯˥	-	-	-	au̯˨˩	-	-	-
㑉	sjuwk⁴	t͡sʰʊk˥	-	-	-	su˥˩	-	-	-
㑊	-	jɪk˨	-	-	-	i˥˩	-	-	-
㑋	-	kʰʊŋ˨˩	-	-	-	t͡ɕʰi̯ʊŋ˧˥	-	-	-
㑌	-	-	-	-	-	kʰu̯ɑŋ˥	-	-	-
㑍	-	lɵy̯˩˧	-	-	-	lei̯˥˩/lei̯˨˩	-	-	-
㑎	-	nou̯˩˧	-	-	-	nau̯˨˩	-	-	-
㑐	-	sʊk˥	-	-	-	ʂu˥	-	-	-
㑓	-	t͡sɵn˧	-	-	-	t͡ɕyn˥˩	-	-	-
㑗	ɕin¹	saːn˥/saːn˨	-	-	-	ʂən˥	-	-	-
㑙	tep⁴	tiːp˨	-	-	-	ti̯ɛ˧˥/i̯ʊŋ˨˩	-	-	-
㑚	-	naː˨˩/nɔː˨˩	-	-	-	nu̯ɔ˧˥	-	-	-
㑚	-	-	-	-	-	-	-	na̱˨˧	-
㑛	suwk⁴	t͡sʰʊk˥	-	-	-	su˥˩	-	-	-
㑜	jej³	t͡saːi̯˨	-	-	-	i˥˩	-	-	-
㑝	-	lʊŋ˨	-	-	-	lʊŋ˥˩	-	-	-
㑟	pæŋ²	mɐŋ˥	-	-	-	pɤŋ˨˩	-	-	-
㑣	-	-	-	-	-	lan˧˥	-	-	-
㑥	je³	jiː˨	-	-	-	i˥˩	-	-	-
㑦	-	lɵy̯˨	-	-	-	li˥˩	-	-	-
㑧	-	kʷɐi̯˧	-	-	-	t͡ɕi˥˩	-	-	-
㑨	-	t͡syː˩˧	-	-	-	y˨˩	-	-	-
㑮	-	wɐn˨˩	-	-	-	xu̯ən˧˥	-	-	-
㑯	-	sɵy̯˧˥	-	-	-	ɕy˨˩	-	-	-
㑰	-	fuːy̯˨˩	-	-	-	xu̯ei̯˥˩	-	-	-
㑱	-	nɐu̯˨˩	-	-	-	ʐau̯˨˩	-	-	-
㑳	ɖ͡ʐjuw³	t͡sɐu̯˧	-	-	-	ʈ͡ʂoʊ̯˥˩	-	-	-
㑳	ʈ͡ʂju¹/ɳɛp⁴	-	-	-	-	ʈ͡ʂu˥	-	-	-
㑵	dzit⁴	t͡sɐt˨	-	-	-	xan˥˩	-	-	-
㑶	-	hei̯˧	-	-	-	ɕi˥˩	-	-	-
㑸	-	-	-	-	-	i̯au̯˧˥	-	-	-
㑻	mɛt⁴	maː˨/mei̯˩˧	-	-	-	ma˥˩	-	-	-
㑼	-	lœːk˨	-	-	-	lyɤ˥˩	-	-	-
㑾	-	t͡siːu̯˨˩	-	-	-	i̯au̯˧˥/ɕi̯au̯˧˥	-	-	-
㑿	ɖʐæw²	t͡sʰœːk˧/hʊk˨/t͡sɐu̯˧/t͡siːu̯˨	-	-	-	ʈ͡ʂau̯˥˩	-	-	-
㒀	-	t͡sʰiːm˨˩/t͡sʰiːp˧/t͡sɐk˨	-	-	-	ʈ͡ʂai̯˥/ʈ͡ʂa˨˩	-	-	-
㒁	-	sou̯˧/t͡syː˩˧	-	-	-	y˨˩/yn˥˩	-	-	-
㒂	-	t͡sœːk˨	-	-	-	ʈ͡ʂu̯ɔ˧˥/kʰu˥˩	-	-	-
㒃	-	jiː˨	-	-	-	ɻ̩˥˩	-	-	-
㒄	ɲen²	ŋɐm˨˩/t͡siːm˩˧	-	-	-	ʐan˨˩/naŋ˥˩/nən˥˩	-	-	-
㒅	kʰej²	kʰɐi̯˧˥	-	-	-	t͡ɕʰi˨˩	-	-	-
㒆	-	kʰɐp˥	-	-	-	ʈ͡ʂʰz̩˥˩/kʰɤ˥˩/ɕi˥˩/ɕi̯au̯˥˩/i̯ɛn˥˩	-	-	-
㒇	mju²	ŋ̩˩˧	-	-	-	u˨˩/mu˥˩	-	-	-
㒈	xæm³	hɔːn˨	-	-	-	xan˥˩	-	-	-
㒊	ʂip⁴	saːp˥/sɪk˥	-	-	-	sɤ˥˩	-	-	-
㒋	sje¹	siː˥	-	-	-	-	-	-	-
㒍	-	lɵy̯˩˧	-	-	-	lei̯˧˥/lei̯˨˩	-	-	-
㒎	-	sɐt˧	-	-	-	sa˥˩	-	-	-
㒐	-	sɵn˧˥	-	-	-	ɕyn˥˩	-	-	-
㒑	-	hʊŋ˧˥/kʰuːy̯˧˥/wɐk˨	-	-	-	kʰu̯ei̯˨˩/xu̯ei̯˥˩	-	-	-
㒓	tʰat⁴	tʰaːt˧	-	-	-	tʰa˥˩	-	-	-
